regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Baden_Württemberg,0,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,13,5.63,40,1190,NA,113836264,NA,NA,FALSE,Baden_Württemberg,FALSE,NA,1190,NA,29,Stuttgart,NA,NA,NA,no_information,NA,FALSE,7,apartment,70376,1.5,NA,3,NA,1,FALSE,1,Stuttgart,Bad_Cannstatt,"Helle 3-Zimmer-Wohnung mit Galerie in Bad Cannstatt - fußläufig zu Mahle.Die Wohnung befindet sich in der 3. Etage eines sehr gepflegten Mehrfamilienhauses. Die Galerie verleiht der Wohnung einen besonderen Charme.Das Wohnzimmer verfügt über ein Schlafsofa sowie einen Smart-TV mit Magenta TV. Des Weiteren befindet sich hier eine Klimaanlage für heiße Sommertage.Im Einbauschrank zwischen Wohnzimmer und Küche befindet sich ein ausziehbarer Esstisch.Die Einbauküche ist mit einem 4-Platten-Ceranfeld, einem Backofen, einem Wasserkocher, einer Kaffeemaschine sowie sämtlichem Kücheninventar ausgestattet.Die offene Galerie ist über eine ausziehbare Leiter erreichbar und dient als Schlafbereich. Sie verfügt über ein Bett (1,40x2m).Das sehr gepflegte Tageslichtbad ist mit einer Badewanne ausgestattet. Handtücher sind vorhanden.Im Waschkeller im Untergeschoss des Hauses befindet sich eine gemeinschaftlich genutzte Waschmaschine mit Münzeinwurf.Parken auf der Straße ist kostenfrei möglich.In der angegebenen Miete sind alle Nebenkosten sowie ein WLAN-Internetanschluss enthalten. Der Rundfunkbeitrag muss vom Mieter selbst angemeldet und geleistet werden.Ein Energieausweis ist noch nicht vorhanden.","Backofen, Badewanne, Bett 1,40x2m, Bettwäsche, Einbauküche, Gefrierfach, Handtücher, Hausmeister, Internet, WLAN, Kücheninventar, Schlafsofa, Smart TV, TV, Waschmaschine, Wasserkocher, Kaffeemaschine, Staubsauger",NA,NA,NA,NA,NA,Oct19
Sachsen,346,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,22,5.34,40,1946,NA,111412293,NA,district_heating,FALSE,Sachsen,FALSE,NA,1600,66,140,Leipzig,first_time_use_after_refurbishment,NA,NA,Aurelienstr.,Aurelienstr.,TRUE,8,roof_storey,04229,4,NA,0,NA,4,TRUE,6,Leipzig,Lindenau,"Umgeben von neu sanierten Indurstriedenkmalen läd auch dieses typische Objekt der Begierde ein, ein Stück Geschichte wieder mit neuem Leben zu füllen.
Dieses Haus ist ideal auch für Trendsetter, die einen offenen, loft-artigen Wohncharakter und wohnen an oberster Stelle genauso lieben wie wir!

Die umfassende Sanierung der großflächigen Areals am Karl-Heine-Kanal zaubert ganz verschiedene Wohnungen (inkl.Tiefgarage für Elektrofahrzeuge) ) hervor - alle mit individuellem Charakter. 

Newly restored monument:
A real atmosphere of high living quality. Enjoy the short distances, make you feel right at home and be able to establish a community around you.
- located close (only 800 meters) to the international kindergarten / LIS Leipzig International School
- nice, selected tenants
- many large apartements, ideal for family
- large windows , lots of natural light
- future-oriented:
You have private connections for electric car down in the underground car park.
Benefit of the Green House Effect: sustainable materials, an enery efficient home by using also Solar Thermal Technics.
- Different floor plans available


DIES KÖNNTE ETWAS FÜR SIE SEIN? Dann nehmen Sie Kontakt zu uns auf. Wir freuen uns, von Ihnen zu hören.
BESICHTIGUNGSTERMIN TELEFONISCH VEREINBAREN: 0152 532 66 360
MEHR IMMOBILIEN GIBT´S HIER. www.kristinweise.de","LIFESTYLE VERBINDET
IDEAL FÜR LIEBHABER DES INDUSTRIAL STYLE - 
CHARAKTERISTISCH FÜR PLAGWITZ

Dies erwartet Sie im ERSTBEZUG:

+ Aufzug nach oben
+ Wohnzimmer mit Mega-Dachterrasse
+ offene Küche mit Vorratskammer
+ Hauswirtschaftsraum mit WM-Anschluss

+ Echtholzparkett mit FUSSBODENHEIZUNG in allen Räumen
+ MUSIKANLAGE in den Bädern
+ 2 große Bäder
+ GROSSE WANNE, BODENTIEFE RAINDANCE-DUSCHE, modernste WASCHTISCHE, MEGASPIEGEL, DOWNLIGHTS, GROHE-ARMATUREN)...

+ WOHNEN AM KARL-HEINE-KANAL
+ TIEFGARAGENPLÄTZE
+ AUFZUG direkt von der Tiefgarage aus

+ Videosprechanlage
+ Netzwerkverkabelung

DIES KÖNNTE ETWAS FÜR SIE SEIN? Dann nehmen Sie Kontakt zu uns auf. Wir freuen uns, von Ihnen zu hören.
BESICHTIGUNGSTERMIN TELEFONISCH VEREINBAREN: 0152 532 66 360
MEHR IMMOBILIEN GIBT´S HIER. www.kristinweise.de
",NA,NA,2019,NA,NA,Oct19
Bayern,180,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,18,4.47,10,2030,1871,113626688,NA,district_heating,TRUE,Bayern,TRUE,1,1850,NA,81,München,well_kept,NA,no,no_information,NA,FALSE,8,apartment,80331,2,48.4,4,4,2,FALSE,4,München,Altstadt,"Die Wohnung (OHNE Balkon !!) liegt im 4. OG (OHNE Aufzug !!) in einem ruhigen, denkmalgeschützten u. sehr gepflegten Altbau (Wohn- u. Geschäftshaus) und zeichnet sich durch ihre zentrale Innenstadtlage im Herzen Münchens - direkt in der neu angelegte Fußgängerzone in der Sendlinger Str./Ecke Färbergraben; unweit vom Marienplatz und Viktualienmarkt - aus. 
Die Wohnung mit ca. 81 qm Wfl. teilt sich auf in: 1 Wohn-Esszi. ca. 29 qm; 1 Schlafzimmer ca. 14,2 qm;  ; 1 Wohnküche ca. 11,8 qm m. EBK (OHNE Ablöse !!) u. Waschmaschinenanschluss; 1 Bad mit Fenster, Badewanne, sep. Dusche m. Glastrennwand, WC u. Handtuch-Heizkörper; 1 großzügiger Abstellraum, sowie einen Eingangsbereich/Flur - siehe Grundriss im Anhang.
HINWEIS: Es ist KEIN Kellerabteil u. KEINE Fahrrad-Abstellmöglichkeit im Haus vorhanden !! 
Alternativ zum Kellerabteil besteht die Nutzung des Dachspeichers überhalb der Wohnung, welcher über eine Decken-Auszugsleiter im Flur begehbar ist.  Zudem ist die Haustierhaltung (Hund/Katze) auf ausdrücklichen Wunsch des Vermieters NICHT erwünscht.
In den nahe gelegenen Parkhäusern wäre nach Verfügbarkeit eine Anmietung eines PKW-Stellplatzes möglich.","- Eichenparkettboden im Wohn-EZ u. im Schlafzimmer
- NEUER hochwertiger Laminat-Designerboden in Holzboden Optik in der Wohnküche, Abstellraum u. im Eingangsbereich/Flur
- NEUE Dusch-Glastrennwand",NA,NO_INFORMATION,NA,NA,NA,Oct19
Hamburg,140,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,9,6.3,40,760,1953,111337159,NA,district_heating,FALSE,Hamburg,TRUE,2,620,14,55.89,Hamburg,fully_renovated,normal,negotiable,B&ouml;melburgweg,Bömelburgweg,FALSE,5,apartment,22111,3,142,2,4,3,FALSE,2,Hamburg,Horn,Freuen Sie sich auf diese grundsanierte Wohnung. Alle Wände und Decken werden von uns gespachtelt und weiß gestrichen.Die Lackflächen an den Türen uä. werden neu weiß lackiert.Das Bad bekommt neue und moderne Fliesen an Wänden und Boden. Alle Sanitärobjekte werden erneuert. Abgerundet wird das Ganze durch einen strapaziertfähigen neuen Bodenbelag in Holzoptik.,"Kabelanschluss; Warmwasser zentral (über Heizanlage); Kellerraum; Gas-Zentralheizung; Rauchwarnmelder; Fenster mit Wärmeschutzverglasung; Laminat; Balkon;
",NA,E,2018,NA,NA,May19
Niedersachsen,80,district_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,0.59,40,396,1890,115506913,NA,district_heating,FALSE,Niedersachsen,FALSE,1,316,NA,31,Braunschweig,NA,NA,no,no_information,NA,FALSE,2,roof_storey,38118,1.5,128.6,NA,3,1,FALSE,1,Braunschweig,Westliches_Ringgebiet,"1,5 Zimmerwohnung im DG eines gepflegten Mehrfamilienhauses. Diese ruhige Wohnung befindet sich in ca.10 Gehminuten zur Innenstadt. Das Duschbad ist hell gefliest. Die Fußböden sind mit Laminat versehen. Das großzügige Wohnzimmer mit freistehenden Balken gibt dieser Wohnung einen bestimmten Charme. Kochmöglichkeit Pantry. Mietsicherheit 3 Kaltmieten. Vermietung nur an Berufstätige oder Studenten mit Bürgschaft. Tierhaltung Hund/Katze nicht erlaubt.",NA,NA,NA,2015,NA,NA,Feb20
Baden_Württemberg,20,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,7,4.65,10,355,1902,115403430,NA,electricity,FALSE,Baden_Württemberg,FALSE,1,335,NA,12,Esslingen_Kreis,NA,NA,NA,no_information,NA,FALSE,2,other,72622,1,125.1,NA,NA,1,FALSE,1,Esslingen_Kreis,Nürtingen,"Das im März 2014 komplett renovierte Doppelhaus auf 3 Etagen liegt in Zentrumsnähe, hier finden sich alle Geschäfte des täglichen Bedarfs.. Die Zimmer befinden sich auf drei Ebenen (Hochparterre, 1. OG und DG). Komfortable Gemeinschaftsräume und ein kleiner Gartenanteil hinter dem Haus tragen zum Wohlbefinden auch einer größeren Gemeinschaft bei.","Ausstattung Zimmer: 
Die Zimmer sind keine Durchgangszimmer. 
Ein SAT-TV Anschluss ist in jedem Zimmer vorhanden (Gerät muss mitgebracht werden, Selbstanmeldung).
   
Allgemeine Ausstattung des Hauses:
  
Hochparterre:  3 Zimmer Whg.(Nr. 1,2 und 3) mit Aufenthaltsraum, Kühlschrank, Sitzmöglichkeit, neues Tageslichtbad mit Dusche, Gäste-WC, 
alle Zimmer separat u. kein Durchgangszimmer.

Im 1. OG:         
- 2 Zimmer (Nr.4/5)
- große neue Wohnküche (Backofen, Cerankochfeld, Kühlschrank, Spülmaschine, Dunstabzug), große Sitzgelegenheit
- Gäste-WC
- Bad mit Badewanne im DG

Im 2.OG/DG:   
- 2 Zimmer (Nr. 6 und 7)
- Gemeinschaftsraum
- Bad mit Badewanne
- Mitbenutzung große Wohnküche im 1. OG


Allgemein:        
- jedes Zimmer hat SAT-TV-Anschluss 
- ISDN/DSL -Anschluss (bis 16MBit/s) möglich
 
Keller:              
- Fahrradabstellraum
- Münzwaschmaschine und Trockner 

Garten:            
- hinter dem Haus Gartenanteil",NA,NA,NA,NA,NA,Feb20
Sachsen_Anhalt,147.32,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,14,1.08,40,447.62,1977,114132653,NA,district_heating,FALSE,Sachsen_Anhalt,TRUE,3,300.3,4,56.66,Magdeburg,NA,NA,yes,Helene-Weigel-Stra&szlig;e,Helene-Weigel-Straße,TRUE,1,apartment,39128,3,85.03,6,NA,3,FALSE,2,Magdeburg,Kannenstieg,"Das Objekt ist ruhig und grün gelegen. Der Aufzug ist über wenige Stufen erreichbar. Vom gemütlichen Balkon schaut man in den begrünten Innenhof. Der offene Wohn- und Essbereich lädt zum gemeinsamen Kochen ein.

Öffentliche Stellplätze sind direkt vor dem Objekt vorhanden.",NA,54.39,C,NA,NA,NA,Feb20
Bayern,0,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,25,7.53,40,2400,1956,111398027,1,gas,FALSE,Bayern,FALSE,2,2400,3,61,München,NA,NA,NA,Burgunderstra&szlig;e,Burgunderstraße,TRUE,9,NA,80804,3,210.6,1,NA,3,FALSE,3,München,Schwabing_West,"Highlights:

 * alle Wände der Wohnräume, Küche und Gang sind mit komplett mit Stucco Pompeji Applikationen veredelt (Büro und Bad teilweise), was der gesamten Wohnung eine einzigartige Atmosphäre und Wohnkultur verleiht
 * neues hochwertiges Bad
 * moderne, hochwertige Designer Möblierung
 * Glasfaser-Highspeed Internet ;
 * exklusive Designer Küche mit Echtholzschränken, Bulthaup-b2 Edelstahl Werkbank und Marken Einbaugeräten ;
 * Südbalkon mit Blick ins Grüne, auch von Schlaf- und Wohnzimmer aus
 * sehr ruhig
 * ;Praktisch für Autofahrer: Tiefgarage inklusive - in ca. 2 Gehminuten zu erreichen
 * direkt beim Luitpoldpark und nur wenige Minuten zum Olympiapark (BMW)

Perfekte Verkehrsanbindung: 

 * nur 5 Gehminuten zur U-Bahn: Petuelring U3 und U8
 * nur 1 Gehminute zur Straßenbahn: Gartenstraße 27 und N27


Zimmer:
Wohn- / Esszimmer  mit Sitzgruppe (Schlafsofa) und Essgruppe, Schlafzimmer mit Doppelbett 160 x 200 cm, Arbeitszimmer, Bad mit Dusche und Wanne

Bodenbelag:
Parkettboden, Fliesenboden

Möblierung:
hochwertig, sehr gut

Info und Erläuterung des Mietpreises:
Inkl.: Nebenkosten, Strom, Internet, Tiefgarage

Die Vermittlungsleistung von Mr. Lodge GmbH ist nach § 2 Abs.1a WohnVermittG für den Mieter provisionsfrei.

Inkl. Rundfunkbeitrag - Rundfunkgebühren für die öffentlich-rechtlichen Rundfunkanstalten.

Küche:
 Designerküche, Cerankochfeld, Dunstabzug, Elektr. Backofen, Kühl-/Gefrierkombination, Spülmaschine

Internet:
WLAN
Glasfaser Highspeed-DSL mit bis zu 100 Mbit/s
Kosten in der Miete enthalten

Specials:
Südbalkon

Parken:
Tiefgarage (TG)
Kosten in der Miete enthalten","Waschmaschine in der Wohnung
Flachbildfernseher, Kabel-TV, Apple-TV
Stereoanlage
inkl. Bettwäsche und Handtücher
Komplett mit Geschirr und Küchenutensilien",NA,NA,NA,NA,NA,May19
Mecklenburg_Vorpommern,104.02,district_heating,ONE_YEAR_FREE,NA,TRUE,TRUE,13,3.72,40,624.1,2018,111018701,1,district_heating,FALSE,Mecklenburg_Vorpommern,TRUE,9,520.08,7,47.28,Schwerin,first_time_use,NA,NA,Zum Bahnhof,Zum_Bahnhof,TRUE,4,raised_ground_floor,19055,2,71.53,NA,NA,2,FALSE,2,Schwerin,Paulsstadt,"Auf www.residenzen-pfaffenteich.de sehen Sie die gesamte Immobilie -
Ihren neuen Lebensmittelpunkt am bezaubernden Schweriner Pfaffenteich, in der liebenswerten Landeshauptstadt Schwerin, der Metropolregion Hamburgs. 

Genießen Sie den individuellen Charme einer Altbauwohnung. Diese ist nach modernsten energetischen Standards kernsaniert. Sie ist ausgestattet mit ebenerdigem Zugang, Fahrstuhl, Fußbodenheizung und Balkon. 

Von Ihrem neuen Zuhause aus erreichen Sie alle wichtigen Bereiche des täglichen Lebens der Landeshauptstadt Schwerin in wenigen Gehminuten, genau so die grüne Idylle am Wasser für ausgedehnte Spaziergänge. 
Verbringen Sie Ihr Leben  ab 2018 in den Residenzen am Pfaffenteich. Je früher Sie Resident werden, um so mehr Gestaltungsspielraum haben Sie.

Objektdetails:
Sie ziehen in ein Gebäude mit 150 Jahren Geschichte. 
Aus Hotelzimmern und Amtsstuben werden Lebens- und Wohnträume.
 
Highlights:
- kernsaniert mit KfW 85 - Standard, dadurch mehr Lebensqualität und günstige Nebenkosten
- ebenerdiger Zugang in das Haus, in den Fahrstuhl, in die Wohnung
- lichtdurchflutete Zimmer
- Balkon 
- Parkplatz zur Wohnung
- Höchster Freizeit- und Lebenskomfort

Umgebung:
Leben Sie in der kuscheligen Residenzstadt Schwerin. 
Reisen Sie von hier aus mit der Bahn oder dem Auto in nur einer Stunde nach Hamburg, in zwei Stunden nach Berlin oder in 45 Minuten an die beliebten Strände der Ostsee. 
Schwerin ist die Stadt der sieben Seen. In Ihrer neuen Wohnung leben Sie direkt am Pfaffenteich und nur einen Katzensprung von Ziegel- und Schweriner See entfernt.","Die Nachhaltigkeit der Immobilie wird durch die sachkundige Kernsanierung inklusive der Verbesserung des Schallschutzes in den Decken hergestellt. Die Grundrisslösungen ermöglichen flexible Antworten auf individuelle Wünsche.  

Ausstattungsdetails:
- moderne Grundrisse
- hochwertige Materialien
- Dreifachverglasung 
- keine Schwellen - barrierearm 
- Fußbodenheizung
- bodentiefe Duschen
- Parkett
- Fußbodenheizung
- Fahrstuhl
- PKW - Stellplatz
- Fahrradkeller

Finanzierung:
Unser Finanzierungsexperte zeigt Ihnen gerne Ihren Weg zur optimalen Finanzierung und bindet dabei für Sie die KfW Finanzierungsmöglichkeiten ein.",52.01,NA,2019,NA,NA,May19
Bayern,170,floor_heating,ONE_YEAR_FREE,10,FALSE,TRUE,15,6.49,2.4,970,1974,105494876,1,oil,TRUE,Bayern,TRUE,3,800,NA,106.08,Passau,NA,NA,negotiable,no_information,NA,FALSE,5,ground_floor,94036,2,NA,NA,1,2,FALSE,5,Passau,Haidenhof_Süd,"WOHNEN UND ENTSPANNEN!
 
Die Architektur bei diesem sicherlich in Passau einzigartigen Objekt besticht durch elegante Linien, geschwungene Details und eine Formensprache, die leicht und ausgewogen ist.
 
Minimalistische Eleganz und eine der begehrtesten Lagen in Passau kennzeichnen die zur Vermietung stehende Wohnung in Haidenhof Süd mit sehr guter Anbindung an die Passauer Innenstadt sowie an den Inn.

Die ausgewogene, villenartige Architektur in solider Bauweise vereint unter ihrem Dach lediglich 4 repräsentative Eigentumswohnungen.
 
Die Mischung aus hochwertigen Materialien kombiniert mit gewissenhafter Verarbeitung bietet Ihnen anspruchsvollen Wohnkomfort. 
 
Diese wunderschöne Gartenwohnung mit Laube und eigenem Teich lädt Jedermann zum Wohlfühlen und Entspannen ein.","- Gartenwohnung in bester Lage
- 2 Zimmer + Hobbyraum mit Bad
- Bad im Erdgeschoss
- Bad mit Dusche im Souterrain ohne Toilette
- großzügige Raumaufteilung
- großer Hobbyraum im Untergeschoss, auch als Wohnraum nutzbar 
- sep. Küche mit allen Elektrogeräten 
- lichtdurchfluteter Wohn- Essbereich mit Zugang zur Terrasse 
- hell gefliestes Tageslichtbad mit Badewanne/WC 
- wunderschöner Natursteinboden im Wohn-, Esszimmer aus Estremoz Branco Vergado aus einem Natursteinblock geschnitten
- Parkettböden in Ahorn, rot gebeizt, in Küche und Schlafraum 
- Haupträume mit echtem Stuck verziert 
- schöne Rundbögen in Wohnraum und Diele 
- massive Innentüren aus Kirschholz mit weißer Holzlasur 
- Zimmerhöhen teilweise über 3 m
- geschmiedetes Geländer zum Souterrain
- Außenbereich mit Terrasse, Laube sowie eigenem Gartenteich mit ca.: 100 m²
- neuwertige Ölheizung 2013
- Fußbodenheizung 
- elektrische Rollläden im Wohnzimmer",NA,NA,NA,90.76,0.1985,Sep18
Nordrhein_Westfalen,130,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,14,3.9,40,445.18,1976,107002234,NA,district_heating,FALSE,Nordrhein_Westfalen,TRUE,3,315.18,91,60,Mettmann_Kreis,NA,NA,negotiable,Willbeckerstra&szlig;e,Willbeckerstraße,TRUE,2,terraced_flat,40699,2,96.8,0,6,2,TRUE,2,Mettmann_Kreis,Erkrath,"Zur Anmietung dieser Wohnung benötigen Sie zwingend einen WBS (Wohnberechtigungsschein) über 60m²! Auskünfte zum WBS erhalten von ihrem Wohnungsamt in NRW.

Das 1976 erbaute Mehrfamilienhaus besitzt unterschiedlich geschnittene Wohnungen mit 2 und 3 Wohnräumen. Die Wohnungen sind mit energieeffizienten Fenstern ausgestattet. Die Mieterkeller sind geräumig. Ein Trockenkeller zum Trocknen der Wäsche, sowie separat abschließbare Keller für Fahrräder und Kinderwagen sind vorhanden.","Die Wohnung wurde frisch renoviert. Sie ist mit weißen Tapeten ausgestattet und hat einen neuen Laminatboden bekommen. Die Wohnung ist in der Küche, im Flur und im Bad mit modernen Fliesen ausgestattet. Das Badezimmer verfügt über eine Badewanne.",NA,NA,NA,90.76,0.1845,Sep18
Bayern,0,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,29,6.08,40,2780,2016,112411856,NA,district_heating,FALSE,Bayern,FALSE,9,2780,51,100,München,NA,NA,NA,Am Oberwiesenfeld,Am_Oberwiesenfeld,TRUE,9,NA,80809,3,44.8,5,NA,3,FALSE,4,München,Milbertshofen,"Bitte beachten Sie: Die Wohnung ist komplett möbliert und ausgestattet.
Die Miete beinhaltet alle Nebenkosten, Strom und Internet.

Die Wohnung befindet sich im 5. Stock eines Neubaus von 2016 und wurde schön und hell eingerichtet.
Das erste Schlafzimmer beinhaltet ein großes Doppelbett, einen geräumigen Einbauschrank, sowie einen Arbeitsplatz mit Schreibtisch und Bürostuhl. Das zweite Schlafzimmer mit Einzelbett und Schreibtisch eignet sich  als Kinder- oder Gästezimmer.
Die Wohnung hat zudem einen sehr gemütlichen Wohnbereich mit großer, heller Sitzgruppe und einem Esstisch mit vier Stühlen. Das Apartment enthält zudem zwei Badezimmer: eines mit Dusche und eins mit Badewanne. 
Besonders ist auch die dazugehörige Dachterrasse, auf der die Sonnenstunden genossen werden können. 
Die Neubauwohnung befindet sich in einer sehr guten Wohnlage. Der Bezirk Milbertshofen ist bekannt für den schönen Olympiapark. Die großzügige Grünanlage gehört mittlerweile zu den beliebtesten Erholungszentren der Stadt. Von der Wohnung sind es nur wenige Minuten in das Erholungsgebiet. 

Zimmer:
Wohn- / Esszimmer  mit Couch und Essgruppe, Schlafzimmer mit Doppelbett
2. Schlafzimmer mit Einzelbett, zwei Bäder
Bad mit Badewanne
Bad mit Dusche

Möblierung:
schön und hell eingerichtet, sehr gut

Küche:
schöne Einbauküche, Cerankochfeld, Dunstabzug, Spülmaschine, Reiskocher, Nespresso-Kaffeemaschine, Toaster, Wasserkocher, komplett mit Geschirr und Küchenutensilien

Internet:
WLAN
Internet Flatrate
Kosten in der Miete enthalten

Specials:
Dachterrasse","Waschmaschine in der Wohnung
Flachbildfernseher
inkl. Bettwäsche und Handtücher",NA,NA,NA,NA,NA,Feb20
Sachsen,80,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,4,1.94,40,245,1914,113322419,NA,gas,TRUE,Sachsen,FALSE,1,165,NA,35,Vogtlandkreis,fully_renovated,normal,NA,no_information,NA,FALSE,1,ground_floor,08468,2,174,NA,NA,2,FALSE,1,Vogtlandkreis,Reichenbach_im_Vogtland,"Helle 2-Raum-/Single-Wohnung in Hochpaterre mit offener Einkauküche.

EnEV : nach Verbrauch , Kennwert :  174 kWh(m²a),",NA,NA,NA,NA,NA,NA,Oct19
Hessen,260,wood_pellet_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,15,5.22,40,1195,2013,93735747,27,pellet_heating,TRUE,Hessen,FALSE,8,935,2,35,Groß_Gerau_Kreis,mint_condition,NA,no,Schulstr.,Schulstr.,FALSE,6,NA,65479,1,175.6,3,2,1,FALSE,1,Groß_Gerau_Kreis,Raunheim,"Wir bieten folgende neue, moderne und möblierte Wohnung, welches komplett eingerichtet und ausgestattet ist. 

Infos zum gesamten Objekt:
Das Apartmenthaus verfügt über Wohnungen von 18 m² bis 44 m², Suiten bis zu 147 m². Wir haben unterschiedliche Größen, fragen Sie sonst auch gerne an, wenn Sie etwas Kleineres oder Größeres suchen.

Wir machen Ihnen das Wohnen auf Zeit so angenehm wie möglich. Unser Apartmenthaus ist eine Mischung aus klassischen Hotel und regulärem Wohnen, nur flexibler, kostengünstiger, geschmackvoller und wesentlich unkomplizierter.

FLEXIBILITÄT + AUSSTATTUNG + SERVICE = CITY4LIVING

Weitere Informationen finden Sie unter: www.city4living.de","Details im Überblick:
- separate Wohn-, Schlaf-, Ess- und Kochbereiche
- möbliert mit Bett, Kleiderschrank, Tisch, Stuhl, Couch/Sessel
- bestückt mit Bettwäsche, Handtücher, Kleiderbügel, usw.
- Einbauküche mit Kühlschrank, Ceran-Kochfeld und Mikrowelle 
- komplette Küchengrundausstattung, wie: Geschirr, Besteck, Töpfe, Pfannen, …
- Bad mit Dusche 
- kostenfreies WLAN im Apartment
- großer LCD Fernseher
- Safe im Apartment
- teilweise klimatisiert
- Reinigung-, Handtuch- und Bettwäscheservice alle 4 Wochen inklusive

Zudem:
- Im Keller von Haus B befindet sich die Möglichkeit die Wäsche zu waschen. Dort stehen neue Waschmaschinen und Trockner, die über ein Münzgerät betrieben werden. 
- Bügeleisen & -brett können auf Anfrage und nach Verfügbarkeit kostenfrei ausgehändigt werden
- Kostenfreie Fahrradstellplätze im Innenhof oder Fahrradkeller
- und vieles mehr!
 
Die Miete ist eine Warmmiete/Pauschalpreis. In dieser Miete sind Strom, Wasser, Heizung, Internet (WIFI) und eine Zwischenreinigung im Monat bereits enthalten. Es erfolgt keine Nebenkostenabrechnung. 
Einmalig fällt eine Endreinigungsgebühr (laut Preisliste) an.

Folgende Zusatzleistungen/Service können gegen Aufpreis mitgebucht werden:
-	Kfz-Stellplätze im Innenhof
-	Weitere Reinigungsservices/Handtücherwechsel (wie z.B. wöchentliche Reinigung)
-	Kaffeekapselmaschine mit Grundausstattung
-	Amazon Fire TV-Stick",NA,NA,NA,NA,NA,Oct19
